model_dir,display_name,augmentation,fold_index,fold_name,run_dir,stage,exit_code,status,log_path,timestamp_start,timestamp_end
swin,Swin,none,0,kfold_01,runs/swin/run_kfold_01,train,1,failed,runs/swin/run_kfold_01/logs/run_20260502_045921.log,2026-05-02T02:59:21Z,2026-05-02T02:59:34Z
swin,Swin,none,0,kfold_01,runs/swin/run_kfold_01,infer_clean,1,failed,runs/swin/run_kfold_01/logs/run_20260502_045921.log,2026-05-02T02:59:34Z,2026-05-02T02:59:40Z
swin,Swin,none,0,kfold_01,runs/swin/run_kfold_01,eval_clean,1,failed,runs/swin/run_kfold_01/logs/run_20260502_045921.log,2026-05-02T02:59:40Z,2026-05-02T02:59:40Z
swin,Swin,none,0,kfold_01,runs/swin/run_kfold_01,infer_augmented,1,failed,runs/swin/run_kfold_01/logs/run_20260502_045921.log,2026-05-02T02:59:40Z,2026-05-02T02:59:45Z
swin,Swin,none,0,kfold_01,runs/swin/run_kfold_01,eval_augmented,1,failed,runs/swin/run_kfold_01/logs/run_20260502_045921.log,2026-05-02T02:59:45Z,2026-05-02T02:59:46Z
swin,Swin,none,0,kfold_01,runs/swin/run_kfold_01,charts,1,failed,runs/swin/run_kfold_01/logs/run_20260502_045921.log,2026-05-02T02:59:46Z,2026-05-02T02:59:46Z
swin,Swin,none,0,kfold_01,runs/swin/run_kfold_01,dice_comparison,1,failed,runs/swin/run_kfold_01/logs/run_20260502_045921.log,2026-05-02T02:59:46Z,2026-05-02T02:59:46Z
swin,Swin,none,0,kfold_01,runs/swin/run_kfold_01,plot_training,0,success,runs/swin/run_kfold_01/logs/run_20260502_045921.log,2026-05-02T02:59:46Z,2026-05-02T02:59:47Z
swin,Swin,none,1,kfold_02,runs/swin/run_kfold_02,train,1,failed,runs/swin/run_kfold_02/logs/run_20260502_045947.log,2026-05-02T02:59:47Z,2026-05-02T03:00:00Z
swin,Swin,none,1,kfold_02,runs/swin/run_kfold_02,infer_clean,1,failed,runs/swin/run_kfold_02/logs/run_20260502_045947.log,2026-05-02T03:00:00Z,2026-05-02T03:00:05Z
swin,Swin,none,1,kfold_02,runs/swin/run_kfold_02,eval_clean,1,failed,runs/swin/run_kfold_02/logs/run_20260502_045947.log,2026-05-02T03:00:05Z,2026-05-02T03:00:06Z
swin,Swin,none,1,kfold_02,runs/swin/run_kfold_02,infer_augmented,1,failed,runs/swin/run_kfold_02/logs/run_20260502_045947.log,2026-05-02T03:00:06Z,2026-05-02T03:00:11Z
swin,Swin,none,1,kfold_02,runs/swin/run_kfold_02,eval_augmented,1,failed,runs/swin/run_kfold_02/logs/run_20260502_045947.log,2026-05-02T03:00:11Z,2026-05-02T03:00:11Z
swin,Swin,none,1,kfold_02,runs/swin/run_kfold_02,charts,1,failed,runs/swin/run_kfold_02/logs/run_20260502_045947.log,2026-05-02T03:00:11Z,2026-05-02T03:00:12Z
swin,Swin,none,1,kfold_02,runs/swin/run_kfold_02,dice_comparison,1,failed,runs/swin/run_kfold_02/logs/run_20260502_045947.log,2026-05-02T03:00:12Z,2026-05-02T03:00:12Z
swin,Swin,none,1,kfold_02,runs/swin/run_kfold_02,plot_training,0,success,runs/swin/run_kfold_02/logs/run_20260502_045947.log,2026-05-02T03:00:12Z,2026-05-02T03:00:13Z
swin,Swin,none,2,kfold_03,runs/swin/run_kfold_03,train,1,failed,runs/swin/run_kfold_03/logs/run_20260502_050013.log,2026-05-02T03:00:13Z,2026-05-02T03:00:26Z
swin,Swin,none,2,kfold_03,runs/swin/run_kfold_03,infer_clean,1,failed,runs/swin/run_kfold_03/logs/run_20260502_050013.log,2026-05-02T03:00:26Z,2026-05-02T03:00:31Z
swin,Swin,none,2,kfold_03,runs/swin/run_kfold_03,eval_clean,1,failed,runs/swin/run_kfold_03/logs/run_20260502_050013.log,2026-05-02T03:00:31Z,2026-05-02T03:00:31Z
swin,Swin,none,2,kfold_03,runs/swin/run_kfold_03,infer_augmented,1,failed,runs/swin/run_kfold_03/logs/run_20260502_050013.log,2026-05-02T03:00:31Z,2026-05-02T03:00:37Z
swin,Swin,none,2,kfold_03,runs/swin/run_kfold_03,eval_augmented,1,failed,runs/swin/run_kfold_03/logs/run_20260502_050013.log,2026-05-02T03:00:37Z,2026-05-02T03:00:37Z
swin,Swin,none,2,kfold_03,runs/swin/run_kfold_03,charts,1,failed,runs/swin/run_kfold_03/logs/run_20260502_050013.log,2026-05-02T03:00:37Z,2026-05-02T03:00:37Z
swin,Swin,none,2,kfold_03,runs/swin/run_kfold_03,dice_comparison,1,failed,runs/swin/run_kfold_03/logs/run_20260502_050013.log,2026-05-02T03:00:37Z,2026-05-02T03:00:38Z
swin,Swin,none,2,kfold_03,runs/swin/run_kfold_03,plot_training,0,success,runs/swin/run_kfold_03/logs/run_20260502_050013.log,2026-05-02T03:00:38Z,2026-05-02T03:00:38Z
swin,Swin,none,3,kfold_04,runs/swin/run_kfold_04,train,1,failed,runs/swin/run_kfold_04/logs/run_20260502_050038.log,2026-05-02T03:00:38Z,2026-05-02T03:00:51Z
swin,Swin,none,3,kfold_04,runs/swin/run_kfold_04,infer_clean,1,failed,runs/swin/run_kfold_04/logs/run_20260502_050038.log,2026-05-02T03:00:51Z,2026-05-02T03:00:56Z
swin,Swin,none,3,kfold_04,runs/swin/run_kfold_04,eval_clean,1,failed,runs/swin/run_kfold_04/logs/run_20260502_050038.log,2026-05-02T03:00:57Z,2026-05-02T03:00:57Z
swin,Swin,none,3,kfold_04,runs/swin/run_kfold_04,infer_augmented,1,failed,runs/swin/run_kfold_04/logs/run_20260502_050038.log,2026-05-02T03:00:57Z,2026-05-02T03:01:02Z
swin,Swin,none,3,kfold_04,runs/swin/run_kfold_04,eval_augmented,1,failed,runs/swin/run_kfold_04/logs/run_20260502_050038.log,2026-05-02T03:01:02Z,2026-05-02T03:01:02Z
swin,Swin,none,3,kfold_04,runs/swin/run_kfold_04,charts,1,failed,runs/swin/run_kfold_04/logs/run_20260502_050038.log,2026-05-02T03:01:02Z,2026-05-02T03:01:03Z
swin,Swin,none,3,kfold_04,runs/swin/run_kfold_04,dice_comparison,1,failed,runs/swin/run_kfold_04/logs/run_20260502_050038.log,2026-05-02T03:01:03Z,2026-05-02T03:01:03Z
swin,Swin,none,3,kfold_04,runs/swin/run_kfold_04,plot_training,0,success,runs/swin/run_kfold_04/logs/run_20260502_050038.log,2026-05-02T03:01:03Z,2026-05-02T03:01:04Z
swin,Swin,none,4,kfold_05,runs/swin/run_kfold_05,train,1,failed,runs/swin/run_kfold_05/logs/run_20260502_050104.log,2026-05-02T03:01:04Z,2026-05-02T03:01:16Z
swin,Swin,none,4,kfold_05,runs/swin/run_kfold_05,infer_clean,1,failed,runs/swin/run_kfold_05/logs/run_20260502_050104.log,2026-05-02T03:01:17Z,2026-05-02T03:01:22Z
swin,Swin,none,4,kfold_05,runs/swin/run_kfold_05,eval_clean,1,failed,runs/swin/run_kfold_05/logs/run_20260502_050104.log,2026-05-02T03:01:22Z,2026-05-02T03:01:22Z
swin,Swin,none,4,kfold_05,runs/swin/run_kfold_05,infer_augmented,1,failed,runs/swin/run_kfold_05/logs/run_20260502_050104.log,2026-05-02T03:01:22Z,2026-05-02T03:01:28Z
swin,Swin,none,4,kfold_05,runs/swin/run_kfold_05,eval_augmented,1,failed,runs/swin/run_kfold_05/logs/run_20260502_050104.log,2026-05-02T03:01:28Z,2026-05-02T03:01:28Z
swin,Swin,none,4,kfold_05,runs/swin/run_kfold_05,charts,1,failed,runs/swin/run_kfold_05/logs/run_20260502_050104.log,2026-05-02T03:01:28Z,2026-05-02T03:01:28Z
swin,Swin,none,4,kfold_05,runs/swin/run_kfold_05,dice_comparison,1,failed,runs/swin/run_kfold_05/logs/run_20260502_050104.log,2026-05-02T03:01:28Z,2026-05-02T03:01:29Z
swin,Swin,none,4,kfold_05,runs/swin/run_kfold_05,plot_training,0,success,runs/swin/run_kfold_05/logs/run_20260502_050104.log,2026-05-02T03:01:29Z,2026-05-02T03:01:29Z
swin,Swin,motion_consistent_0.5,0,kfold_01,runs/swin/run_DA_kfold_01,train,1,failed,runs/swin/run_DA_kfold_01/logs/run_20260502_050129.log,2026-05-02T03:01:29Z,2026-05-02T03:01:42Z
swin,Swin,motion_consistent_0.5,0,kfold_01,runs/swin/run_DA_kfold_01,infer_clean,1,failed,runs/swin/run_DA_kfold_01/logs/run_20260502_050129.log,2026-05-02T03:01:42Z,2026-05-02T03:01:48Z
swin,Swin,motion_consistent_0.5,0,kfold_01,runs/swin/run_DA_kfold_01,eval_clean,1,failed,runs/swin/run_DA_kfold_01/logs/run_20260502_050129.log,2026-05-02T03:01:48Z,2026-05-02T03:01:48Z
swin,Swin,motion_consistent_0.5,0,kfold_01,runs/swin/run_DA_kfold_01,infer_augmented,1,failed,runs/swin/run_DA_kfold_01/logs/run_20260502_050129.log,2026-05-02T03:01:48Z,2026-05-02T03:01:53Z
swin,Swin,motion_consistent_0.5,0,kfold_01,runs/swin/run_DA_kfold_01,eval_augmented,1,failed,runs/swin/run_DA_kfold_01/logs/run_20260502_050129.log,2026-05-02T03:01:53Z,2026-05-02T03:01:54Z
swin,Swin,motion_consistent_0.5,0,kfold_01,runs/swin/run_DA_kfold_01,charts,1,failed,runs/swin/run_DA_kfold_01/logs/run_20260502_050129.log,2026-05-02T03:01:54Z,2026-05-02T03:01:54Z
